recipe_id,recipe_name,cuisine,carbon_tier,total_co2e_kg,calories,protein_g,fat_g,sugar_g,fiber_g,carbohydrates_g,sodium_mg,avg_rating,total_reviews,is_vegetarian,is_vegan,servings,estimated_cost_usd
RCP00029,Biryani,Pakistani,high,14.410472500000001,663.0,29.0,30.0,10.0,3.0,69.0,1454.0,3.9,3368.0,False,False,7.0,23.94
RCP00030,Sajji,Pakistani,medium,3.184709999999999,465.0,16.0,13.0,2.0,5.0,39.0,1203.0,4.4,4613.0,True,True,5.0,22.8
RCP00031,Sindhi Biryani,Pakistani,high,24.842999999999996,704.0,45.0,38.0,16.0,4.0,74.0,1137.0,3.8,1787.0,False,False,7.0,20.64
RCP00032,Sindhi Biryani,Pakistani,medium,3.52976,574.0,17.0,20.0,18.0,3.0,37.0,204.0,3.8,1595.0,True,False,4.0,13.75
RCP00033,Nihari,Pakistani,high,12.17124,669.0,27.0,32.0,3.0,5.0,55.0,1279.0,3.9,1082.0,False,False,6.0,12.89
RCP00034,Dal Makhani,Pakistani,low,1.9744865,642.0,5.0,23.0,2.0,10.0,50.0,1211.0,4.3,3398.0,True,False,5.0,20.22
RCP00035,Paya,Pakistani,low,0.49172499999999975,235.0,12.0,29.0,19.0,10.0,75.0,613.0,3.9,3784.0,True,False,5.0,4.15
RCP00036,Karahi,Pakistani,low,1.7193640000000001,514.0,18.0,22.0,12.0,9.0,39.0,295.0,3.6,597.0,True,False,4.0,2.71
RCP00037,Aloo Gosht,Pakistani,high,9.130125000000001,638.0,41.0,22.0,10.0,6.0,41.0,1082.0,4.5,3579.0,False,False,6.0,21.35
RCP00038,Pakistani Main Course Special 38,Pakistani,high,8.127085499999998,659.0,5.0,19.0,10.0,8.0,58.0,860.0,4.1,953.0,True,False,7.0,24.53
RCP00039,Dal Makhani,Pakistani,medium,2.032552,345.0,32.0,27.0,17.0,2.0,58.0,1463.0,4.4,1394.0,False,False,7.0,3.39
RCP00040,Biryani,Pakistani,low,0.2748799999999998,244.0,32.0,33.0,17.0,9.0,49.0,1024.0,3.8,1463.0,False,False,2.0,3.51
RCP00041,Pakistani Main Course Special 41,Pakistani,high,15.762760000000002,793.0,32.0,30.0,10.0,3.0,69.0,642.0,4.2,1736.0,False,False,7.0,3.77
RCP00042,Aloo Gosht,Pakistani,high,10.439476,798.0,43.0,24.0,6.0,3.0,38.0,285.0,4.8,4500.0,False,False,2.0,24.97
RCP00043,Sajji,Pakistani,high,13.902022,328.0,44.0,18.0,9.0,9.0,70.0,1347.0,4.4,3609.0,False,False,2.0,22.94
RCP00044,Lahori Chargha,Pakistani,high,9.433720500000002,638.0,33.0,22.0,15.0,6.0,72.0,1195.0,4.3,2933.0,False,False,7.0,5.76
RCP00045,Pakistani Main Course Special 45,Pakistani,high,10.624199,488.0,48.0,38.0,5.0,9.0,67.0,376.0,4.1,839.0,False,False,3.0,21.71
RCP00046,Pakistani Main Course Special 46,Pakistani,high,19.329995,264.0,30.0,28.0,15.0,14.0,54.0,426.0,3.9,4765.0,False,True,7.0,6.16
RCP00047,Paya,Pakistani,high,18.294369999999997,559.0,42.0,18.0,3.0,10.0,50.0,294.0,3.7,4938.0,False,False,6.0,24.99
RCP00048,Nihari,Pakistani,medium,5.88264,754.0,17.0,17.0,18.0,14.0,60.0,1231.0,4.3,2677.0,True,True,4.0,14.83
RCP00049,Chapli Kabab,Pakistani,low,1.7401299999999997,463.0,9.0,28.0,8.0,6.0,74.0,243.0,3.7,1509.0,True,False,4.0,18.67
RCP00050,Pakistani Main Course Special 50,Pakistani,medium,4.1607449999999995,694.0,40.0,25.0,16.0,6.0,65.0,563.0,4.1,2532.0,False,False,7.0,21.41
RCP00051,Palak Paneer,Pakistani,high,8.810149999999998,537.0,45.0,26.0,19.0,7.0,47.0,1494.0,4.5,4443.0,False,False,2.0,12.21
RCP00052,Pakistani Main Course Special 52,Pakistani,low,1.304385,724.0,16.0,19.0,8.0,14.0,75.0,814.0,3.8,4809.0,True,False,7.0,9.01
RCP00053,Pakistani Main Course Special 53,Pakistani,medium,2.5625569999999995,705.0,24.0,26.0,16.0,2.0,79.0,990.0,3.9,2359.0,False,False,4.0,14.7
RCP00054,Seekh Kabab,Pakistani,high,23.233607000000003,507.0,40.0,35.0,5.0,8.0,52.0,902.0,3.6,4433.0,False,False,5.0,8.56
RCP00055,Paya,Pakistani,high,12.3697,403.0,23.0,38.0,19.0,6.0,69.0,1360.0,4.5,3007.0,False,False,7.0,24.65
RCP00056,Pakistani Main Course Special 56,Pakistani,high,17.94794,330.0,44.0,31.0,16.0,12.0,60.0,733.0,4.6,1543.0,False,False,3.0,17.42
RCP00057,Pakistani Main Course Special 57,Pakistani,low,1.34177,381.0,10.0,23.0,6.0,11.0,79.0,1297.0,4.8,4266.0,True,True,5.0,23.44
RCP00058,Haleem,Pakistani,low,0.8992129999999999,334.0,19.0,21.0,13.0,6.0,46.0,1299.0,3.7,158.0,True,False,7.0,2.28
RCP00059,Biryani,Pakistani,high,20.275509999999997,756.0,39.0,38.0,17.0,6.0,31.0,760.0,4.2,1802.0,False,False,7.0,13.68
RCP00060,Dal Makhani,Pakistani,high,12.492859999999999,555.0,15.0,19.0,15.0,14.0,57.0,871.0,4.4,4306.0,True,False,6.0,12.56
RCP00061,Chicken Tikka,Pakistani,high,10.258068,505.0,11.0,26.0,9.0,12.0,50.0,985.0,4.4,3721.0,True,False,4.0,20.96
RCP00062,Dal Makhani,Pakistani,medium,4.881039999999999,364.0,49.0,31.0,19.0,8.0,32.0,792.0,3.6,2372.0,False,False,7.0,21.63
RCP00063,Biryani,Pakistani,medium,4.149229999999999,348.0,33.0,25.0,8.0,14.0,31.0,1223.0,4.0,2039.0,False,False,7.0,20.37
RCP00064,Pakistani Main Course Special 64,Pakistani,high,49.197911000000005,718.0,47.0,34.0,6.0,2.0,52.0,397.0,4.7,1096.0,False,False,7.0,18.78
RCP00065,Lahori Chargha,Pakistani,low,0.4217999999999997,327.0,19.0,25.0,10.0,5.0,58.0,834.0,4.6,3472.0,True,False,2.0,11.57
RCP00066,Lahori Chargha,Pakistani,high,20.94251,413.0,40.0,24.0,8.0,2.0,54.0,309.0,4.4,1428.0,False,False,7.0,17.97
RCP00067,Pakistani Main Course Special 67,Pakistani,high,18.754510499999995,489.0,41.0,20.0,5.0,6.0,61.0,1319.0,4.0,3102.0,False,False,5.0,15.39
RCP00068,Haleem,Pakistani,medium,5.26485,201.0,31.0,27.0,4.0,6.0,40.0,400.0,4.8,224.0,False,True,6.0,9.93
RCP00069,Chicken Tikka,Pakistani,high,8.539029999999999,475.0,48.0,36.0,5.0,2.0,44.0,305.0,4.0,3679.0,False,False,7.0,5.94
RCP00070,Paya,Pakistani,high,20.855960000000003,725.0,43.0,32.0,18.0,13.0,32.0,569.0,4.1,4417.0,False,False,7.0,12.22
RCP00071,Dal Makhani,Pakistani,high,11.078455,754.0,25.0,29.0,14.0,5.0,79.0,1422.0,4.8,4117.0,False,False,3.0,2.2
RCP00072,Pakistani Main Course Special 72,Pakistani,low,0.8489,693.0,11.0,15.0,7.0,10.0,45.0,1123.0,4.3,4451.0,True,False,5.0,9.5
RCP00073,Sindhi Biryani,Pakistani,medium,7.919434,642.0,20.0,35.0,6.0,9.0,69.0,614.0,4.3,1910.0,False,False,5.0,11.73
RCP00074,Sindhi Biryani,Pakistani,medium,2.9101679999999996,785.0,14.0,26.0,15.0,14.0,60.0,705.0,4.0,190.0,True,False,3.0,16.78
RCP00075,Pakistani Main Course Special 75,Pakistani,low,1.6748299999999998,780.0,37.0,25.0,6.0,5.0,48.0,786.0,5.0,2236.0,False,True,3.0,23.38
RCP00076,Korma,Pakistani,medium,5.5663085,214.0,43.0,19.0,14.0,2.0,51.0,1412.0,3.9,2146.0,False,False,6.0,13.91
RCP00077,Korma,Pakistani,high,15.696471999999998,465.0,29.0,27.0,11.0,4.0,77.0,737.0,4.9,1858.0,False,False,5.0,11.53
RCP00078,Palak Paneer,Pakistani,high,50.354620000000004,750.0,49.0,19.0,11.0,14.0,34.0,1061.0,4.9,1371.0,False,False,4.0,7.87
RCP00079,Chicken Tikka,Pakistani,medium,6.0523125,792.0,12.0,22.0,5.0,9.0,67.0,662.0,3.8,2496.0,True,True,7.0,11.07
RCP00080,Sajji,Pakistani,medium,3.2137849999999997,264.0,9.0,21.0,9.0,5.0,66.0,1196.0,4.2,4514.0,True,False,2.0,9.81
RCP00081,Sindhi Biryani,Pakistani,high,24.233225999999995,414.0,26.0,24.0,9.0,12.0,62.0,1014.0,4.1,2681.0,False,True,6.0,15.34
RCP00082,Biryani,Pakistani,low,0.9160789999999998,533.0,23.0,33.0,2.0,2.0,70.0,265.0,4.5,4518.0,False,False,6.0,18.81
RCP00083,Sindhi Biryani,Pakistani,high,8.30088,454.0,32.0,21.0,6.0,12.0,46.0,973.0,4.0,3082.0,False,False,2.0,16.92
RCP00084,Sajji,Pakistani,high,23.279525000000003,170.0,21.0,22.0,9.0,10.0,35.0,209.0,3.7,3690.0,False,False,2.0,15.96
RCP00085,Korma,Pakistani,low,1.4706299999999999,248.0,14.0,21.0,16.0,14.0,68.0,847.0,3.7,2211.0,True,False,3.0,6.61
RCP00086,Paya,Pakistani,low,1.63059,254.0,18.0,23.0,19.0,4.0,78.0,1358.0,4.9,1982.0,True,False,6.0,4.09
RCP00087,Aloo Gosht,Pakistani,medium,2.1254385,186.0,42.0,36.0,4.0,9.0,71.0,1138.0,4.3,453.0,False,False,3.0,10.08
RCP00088,Pakistani Main Course Special 88,Pakistani,high,28.845216999999995,485.0,47.0,24.0,11.0,9.0,54.0,926.0,4.8,1551.0,False,False,3.0,6.92
RCP00089,Chapli Kabab,Pakistani,high,13.696993,555.0,27.0,28.0,16.0,12.0,66.0,373.0,4.8,24.0,False,False,6.0,3.31
RCP00090,Pakistani Main Course Special 90,Pakistani,medium,3.48046,595.0,22.0,25.0,4.0,6.0,63.0,1235.0,4.0,4471.0,False,False,4.0,10.68
RCP00091,Palak Paneer,Pakistani,high,17.51916,547.0,39.0,26.0,2.0,3.0,32.0,434.0,4.6,2867.0,False,False,5.0,22.57
RCP00092,Pakistani Main Course Special 92,Pakistani,medium,5.139721999999998,351.0,12.0,20.0,5.0,6.0,41.0,303.0,4.6,4733.0,True,False,7.0,12.58
RCP00093,Palak Paneer,Pakistani,high,18.739499999999996,482.0,38.0,34.0,2.0,3.0,64.0,212.0,5.0,4330.0,False,False,7.0,8.88
RCP00094,Pakistani Main Course Special 94,Pakistani,medium,2.39255,423.0,32.0,29.0,15.0,5.0,64.0,1024.0,4.3,1286.0,False,False,5.0,24.73
RCP00095,Pakistani Main Course Special 95,Pakistani,medium,2.1442849999999996,246.0,14.0,22.0,9.0,10.0,77.0,1184.0,4.4,1938.0,True,False,5.0,18.75
RCP00096,Paya,Pakistani,high,9.239249999999998,249.0,38.0,17.0,3.0,11.0,43.0,586.0,3.8,3391.0,False,True,6.0,21.52
RCP00097,Sindhi Biryani,Pakistani,high,21.691417,599.0,24.0,24.0,18.0,11.0,64.0,778.0,4.3,108.0,False,False,6.0,21.12
RCP00098,Pakistani Main Course Special 98,Pakistani,low,0.8517889999999996,408.0,38.0,17.0,4.0,7.0,55.0,344.0,4.4,3509.0,False,False,7.0,18.16
RCP00099,Pakistani Main Course Special 99,Pakistani,medium,7.60398,482.0,6.0,26.0,12.0,10.0,57.0,279.0,4.9,2749.0,True,False,5.0,10.63
RCP00100,Dal Makhani,Pakistani,high,9.6023275,346.0,48.0,26.0,13.0,11.0,74.0,1105.0,4.5,4729.0,False,False,7.0,20.33
RCP00101,Seekh Kabab,Pakistani,medium,3.9243099999999997,152.0,7.0,10.0,8.0,14.0,59.0,351.0,4.5,1190.0,True,False,5.0,9.11
RCP00102,Pakistani Main Course Special 102,Pakistani,medium,2.3345355,590.0,18.0,29.0,18.0,13.0,58.0,1283.0,3.9,3320.0,True,False,2.0,20.89
RCP00103,Chapli Kabab,Pakistani,high,32.30435,275.0,32.0,30.0,11.0,12.0,79.0,1174.0,4.9,4496.0,False,False,4.0,11.06
RCP00104,Haleem,Pakistani,medium,3.1061039999999998,606.0,43.0,19.0,16.0,10.0,57.0,204.0,4.0,321.0,False,False,7.0,24.11
RCP00105,Palak Paneer,Pakistani,medium,3.53077,460.0,39.0,15.0,18.0,12.0,61.0,1391.0,3.7,4711.0,False,False,6.0,3.18
RCP00106,Biryani,Pakistani,high,8.130823,230.0,24.0,19.0,2.0,6.0,54.0,713.0,4.9,361.0,False,True,6.0,14.41
RCP00107,Pakistani Main Course Special 107,Pakistani,high,42.855999499999996,451.0,43.0,23.0,7.0,6.0,74.0,1244.0,3.8,3661.0,False,False,7.0,17.28
RCP00108,Haleem,Pakistani,medium,4.661965,683.0,42.0,28.0,14.0,7.0,51.0,714.0,4.5,3374.0,False,False,7.0,4.97
RCP00109,Lahori Chargha,Pakistani,high,22.461809999999996,727.0,23.0,24.0,2.0,6.0,60.0,275.0,4.1,3912.0,False,True,6.0,17.22
RCP00110,Chicken Tikka,Pakistani,high,23.841845999999997,292.0,27.0,27.0,11.0,4.0,79.0,984.0,3.6,1992.0,False,False,7.0,18.55
RCP00111,Sindhi Biryani,Pakistani,high,9.231522,687.0,40.0,18.0,3.0,13.0,49.0,1079.0,3.6,3091.0,False,False,4.0,18.12
RCP00112,Korma,Pakistani,high,21.407194999999994,165.0,23.0,23.0,12.0,9.0,47.0,1022.0,3.9,727.0,False,False,3.0,18.8
RCP00113,Lahori Chargha,Pakistani,medium,7.0486,761.0,25.0,17.0,14.0,13.0,33.0,1229.0,4.5,2672.0,False,False,7.0,10.52
RCP00114,Dal Makhani,Pakistani,high,13.195205000000001,666.0,31.0,22.0,17.0,7.0,63.0,1027.0,4.8,2803.0,False,False,3.0,14.43
RCP00115,Biryani,Pakistani,medium,3.0441915,608.0,20.0,35.0,6.0,6.0,72.0,357.0,3.5,1210.0,False,False,6.0,10.72
RCP00116,Pakistani Main Course Special 116,Pakistani,low,1.8095359999999994,610.0,15.0,26.0,15.0,2.0,62.0,789.0,3.6,389.0,True,False,2.0,3.85
RCP00117,Sajji,Pakistani,medium,3.0255659999999995,516.0,9.0,11.0,19.0,6.0,65.0,402.0,4.2,2965.0,True,False,3.0,15.61
RCP00118,Paya,Pakistani,high,11.7893255,233.0,43.0,26.0,13.0,6.0,49.0,1082.0,4.4,2633.0,False,False,5.0,10.49
RCP00119,Karahi,Pakistani,high,23.141223,585.0,27.0,21.0,4.0,12.0,53.0,807.0,3.5,3218.0,False,True,2.0,9.85
RCP00120,Chapli Kabab,Pakistani,high,12.943812999999997,344.0,10.0,22.0,12.0,2.0,44.0,1264.0,4.3,3224.0,True,False,6.0,19.6
RCP00121,Korma,Pakistani,high,31.553049,433.0,24.0,34.0,16.0,8.0,49.0,617.0,3.6,4244.0,False,False,6.0,17.67
RCP00122,Sindhi Biryani,Pakistani,low,0.99256,162.0,6.0,17.0,4.0,12.0,64.0,697.0,4.6,3888.0,True,False,3.0,20.07
RCP00123,Chapli Kabab,Pakistani,medium,5.936543,428.0,10.0,12.0,17.0,3.0,75.0,482.0,4.2,3796.0,True,False,4.0,21.14
RCP00124,Chapli Kabab,Pakistani,high,13.046224,533.0,42.0,29.0,2.0,12.0,61.0,694.0,3.9,3160.0,False,False,6.0,13.43
RCP00125,Karahi,Pakistani,high,9.597574999999997,517.0,48.0,21.0,11.0,3.0,57.0,568.0,4.3,326.0,False,True,4.0,19.11
RCP00126,Nihari,Pakistani,high,25.293092499999997,672.0,40.0,21.0,13.0,8.0,35.0,1422.0,3.9,4297.0,False,False,5.0,9.82
RCP00127,Haleem,Pakistani,high,9.066299999999998,295.0,35.0,21.0,16.0,3.0,63.0,830.0,4.6,813.0,False,False,4.0,8.06
RCP00128,Karahi,Pakistani,high,29.508425000000003,185.0,30.0,17.0,5.0,2.0,30.0,385.0,4.2,3810.0,False,False,6.0,8.93
RCP00129,Karahi,Pakistani,high,53.0973545,415.0,41.0,15.0,14.0,9.0,53.0,1436.0,4.5,1287.0,False,False,4.0,22.95
RCP00130,Pakistani Main Course Special 130,Pakistani,low,1.269636,184.0,11.0,24.0,15.0,2.0,78.0,1114.0,4.1,962.0,True,False,6.0,23.51
RCP00131,Korma,Pakistani,high,13.274625,252.0,34.0,24.0,14.0,11.0,76.0,903.0,4.1,3202.0,False,False,5.0,3.65
RCP00132,Pakistani Main Course Special 132,Pakistani,medium,5.7995965,613.0,19.0,18.0,18.0,7.0,71.0,689.0,3.9,424.0,True,False,7.0,8.81
RCP00133,Pakistani Main Course Special 133,Pakistani,low,1.4208799999999997,351.0,15.0,28.0,17.0,4.0,53.0,1114.0,4.4,4697.0,True,False,6.0,21.33
RCP00134,Pakistani Main Course Special 134,Pakistani,medium,6.5414259999999995,495.0,5.0,25.0,7.0,8.0,44.0,668.0,4.2,3929.0,True,False,7.0,5.53
RCP00135,Pakistani Main Course Special 135,Pakistani,medium,2.4225399999999992,367.0,18.0,22.0,3.0,14.0,37.0,398.0,4.2,4354.0,True,False,5.0,13.55
RCP00136,Sajji,Pakistani,medium,2.3356904999999997,377.0,21.0,24.0,17.0,11.0,78.0,888.0,3.7,4909.0,False,False,5.0,18.1
RCP00137,Paya,Pakistani,high,31.013326000000003,346.0,27.0,34.0,6.0,10.0,38.0,548.0,4.1,4479.0,False,False,7.0,20.63
RCP00138,Pakistani Main Course Special 138,Pakistani,high,15.068065,412.0,44.0,29.0,19.0,14.0,47.0,921.0,4.9,490.0,False,False,6.0,3.91
RCP00139,Sindhi Biryani,Pakistani,high,18.766532,240.0,36.0,15.0,15.0,12.0,64.0,322.0,4.9,1280.0,False,False,7.0,22.07
RCP00140,Paya,Pakistani,medium,2.0113999999999996,150.0,40.0,30.0,4.0,6.0,69.0,1224.0,3.6,1820.0,False,False,7.0,19.74
RCP00141,Pakistani Main Course Special 141,Pakistani,high,38.460866,792.0,47.0,29.0,10.0,2.0,52.0,1105.0,4.7,2488.0,False,False,6.0,15.96
RCP00142,Pakistani Main Course Special 142,Pakistani,high,17.169400000000003,681.0,45.0,15.0,13.0,14.0,45.0,776.0,4.7,117.0,False,False,5.0,13.01
RCP00143,Nihari,Pakistani,high,17.176773,694.0,32.0,20.0,9.0,12.0,42.0,363.0,4.8,1880.0,False,True,7.0,6.6
RCP00144,Biryani,Pakistani,low,1.7209749999999997,699.0,34.0,32.0,14.0,8.0,32.0,866.0,4.2,4059.0,False,False,6.0,15.88
RCP00145,Biryani,Pakistani,high,13.015201499999996,583.0,46.0,18.0,8.0,7.0,75.0,771.0,4.6,2396.0,False,False,7.0,14.86
RCP00146,Pakistani Main Course Special 146,Pakistani,medium,7.80667,306.0,36.0,39.0,13.0,9.0,41.0,1038.0,3.8,3918.0,False,False,3.0,15.37
RCP00147,Karahi,Pakistani,medium,2.2597519999999998,429.0,13.0,27.0,3.0,7.0,30.0,313.0,4.6,1081.0,True,False,5.0,17.25
RCP00148,Pakistani Main Course Special 148,Pakistani,high,53.976537,226.0,35.0,35.0,17.0,2.0,65.0,801.0,4.4,1992.0,False,False,5.0,20.0
RCP00149,Chicken Tikka,Pakistani,medium,7.7797480000000006,659.0,45.0,33.0,18.0,14.0,31.0,594.0,4.9,2370.0,False,False,7.0,16.65
RCP00150,Nihari,Pakistani,high,24.461824999999997,212.0,34.0,21.0,3.0,14.0,46.0,398.0,5.0,2691.0,False,False,3.0,9.17
RCP00151,Chicken Tikka,Pakistani,high,10.132195999999999,294.0,42.0,37.0,11.0,13.0,51.0,820.0,4.5,2180.0,False,False,5.0,14.03
RCP00152,Korma,Pakistani,high,12.879089999999998,707.0,20.0,37.0,3.0,6.0,40.0,1104.0,4.8,827.0,False,False,3.0,20.21
RCP00153,Pakistani Main Course Special 153,Pakistani,medium,3.2879999999999994,594.0,47.0,30.0,3.0,13.0,41.0,1293.0,4.1,3681.0,False,False,5.0,18.51
RCP00154,Pakistani Main Course Special 154,Pakistani,high,23.698289999999997,560.0,40.0,16.0,12.0,13.0,77.0,627.0,4.5,781.0,False,False,7.0,22.28
RCP00155,Pakistani Main Course Special 155,Pakistani,medium,2.5979039999999998,467.0,17.0,17.0,8.0,13.0,70.0,747.0,4.5,49.0,True,False,7.0,14.16
RCP00156,Haleem,Pakistani,low,1.3359199999999998,365.0,28.0,27.0,4.0,4.0,79.0,1117.0,4.4,4974.0,False,False,6.0,16.39
RCP00157,Nihari,Pakistani,high,12.957289999999999,508.0,30.0,36.0,4.0,10.0,61.0,940.0,3.7,2427.0,False,False,4.0,11.55
RCP00158,Pakistani Main Course Special 158,Pakistani,medium,6.635476999999999,510.0,22.0,32.0,8.0,5.0,78.0,379.0,4.8,3357.0,False,False,6.0,24.8
RCP00159,Chapli Kabab,Pakistani,medium,4.617058,674.0,30.0,31.0,8.0,13.0,56.0,921.0,4.6,1134.0,False,True,2.0,21.11
RCP00160,Aloo Gosht,Pakistani,medium,4.4688989999999995,409.0,5.0,24.0,14.0,8.0,62.0,922.0,3.5,401.0,True,False,2.0,17.94
RCP00161,Pakistani Main Course Special 161,Pakistani,medium,3.711153,518.0,17.0,20.0,16.0,9.0,53.0,607.0,4.0,1137.0,True,False,2.0,8.85
RCP00162,Chapli Kabab,Pakistani,medium,4.916079999999999,525.0,21.0,24.0,18.0,11.0,32.0,1267.0,4.2,625.0,False,False,7.0,16.39
RCP00163,Chapli Kabab,Pakistani,medium,4.8929,327.0,43.0,19.0,2.0,13.0,34.0,1063.0,4.6,4846.0,False,False,3.0,10.82
RCP00164,Chicken Tikka,Pakistani,medium,2.5960699999999997,482.0,8.0,27.0,9.0,2.0,38.0,690.0,3.8,1535.0,True,False,5.0,19.02
RCP00165,Pakistani Main Course Special 165,Pakistani,high,22.300933,462.0,21.0,39.0,13.0,9.0,61.0,283.0,3.9,3464.0,False,False,2.0,19.4
RCP00166,Biryani,Pakistani,high,12.673854500000001,440.0,46.0,25.0,10.0,8.0,55.0,925.0,4.4,528.0,False,False,7.0,16.98
RCP00167,Paya,Pakistani,high,8.305169999999999,244.0,32.0,30.0,17.0,9.0,66.0,1419.0,4.2,2718.0,False,False,5.0,4.66
RCP00168,Seekh Kabab,Pakistani,low,0.7725599999999998,630.0,6.0,25.0,9.0,14.0,43.0,984.0,5.0,4031.0,True,False,3.0,17.79
RCP00169,Paya,Pakistani,low,1.666181,653.0,12.0,29.0,9.0,14.0,74.0,215.0,4.5,4165.0,True,False,5.0,15.68
RCP00170,Pakistani Main Course Special 170,Pakistani,high,8.66522,618.0,33.0,25.0,10.0,13.0,38.0,1162.0,4.7,947.0,False,False,5.0,12.54
RCP00171,Haleem,Pakistani,medium,3.6399424999999996,748.0,47.0,24.0,3.0,6.0,66.0,629.0,5.0,3793.0,False,False,7.0,23.78
RCP00172,Pakistani Main Course Special 172,Pakistani,low,0.7640959999999997,481.0,14.0,24.0,2.0,11.0,67.0,544.0,4.3,2501.0,True,False,7.0,13.04
RCP00173,Nihari,Pakistani,low,0.8358499999999999,416.0,16.0,23.0,10.0,10.0,40.0,895.0,4.8,3453.0,True,False,2.0,3.84
RCP00174,Korma,Pakistani,high,15.57428,253.0,41.0,35.0,7.0,10.0,60.0,297.0,5.0,3445.0,False,False,6.0,11.1
